MovieID,tmdbId,Genres,Title,overview,tagline
112316,209451.0,Drama|Musical,Jersey Boys (2014),"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",Everybody remembers it how they need to.
112326,27460.0,Action|Sci-Fi,Nick Fury: Agent of S.H.I.E.L.D. (1998),"Marvel's hard-boiled hero is brought back to fight the menace of Hydra after exiling himself in the Yukon since the end of the Cold War. The children of the former Hydra head, Baron Von Stucker, have taken charge of the terrorist organization. Under the lead of his vicious daughter, Viper, Hydra has seized a deadly virus and threatens the destruction of America.",The Last Superhero!
112334,250658.0,Documentary,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Programming prodigy and information activist Aaron Swartz achieved groundbreaking work in social justice and political organizing. His passion for open access ensnared him in a legal nightmare that ended with the taking of his own life at the age of 26.,
112370,91314.0,Action|Adventure|Sci-Fi,Transformers: Age of Extinction (2014),"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","This is not war, it's extinction."
112421,171372.0,Comedy|Drama|Mystery,Frank (2014),A young wannabe musician discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.,"When you think you've gone far enough, go farther."
112450,180296.0,Comedy|Romance,They Came Together (2014),A small business owner is about to lose her shop to a major corporate development.,He came...She came...They both came
112454,186988.0,Drama,Honey (Miele) (2013),"Irene, nicknamed 'Miele', has devote herself to people looking for help, and tries to alleviate their suffering even when they make extreme decisions. One day she has to cope with Grimaldi and his invisible malaise.",
112460,218836.0,Adventure|Animation|Comedy,Planes: Fire & Rescue (2014),"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.","When others fly out, heroes fly in."
112497,226486.0,Comedy,Tammy (2014),"For Tammy, a burger-joint employee, a bad day keeps getting worse. She wrecks her car, loses her job and finds that her husband has been unfaithful. It's time for Tammy to hit the road, but without money or transportation, her options are limited. Her only choice is a road trip with her hard-drinking grandmother, Pearl, who has a car, cash and an itch to see Niagara Falls. It's not the escape Tammy had in mind, but it may be what she needs.",She hit the road. The road hit back.
112512,64246.0,Animation|Drama|Fantasy|Mystery,Colourful (Karafuru) (2010),"Upon reaching the train station to death, a dejected soul is informed that he is lucky and will have another chance at life. He is placed in the body of a 14-year-old boy named Kobayashi Makoto, who has just committed suicide. Watched over by a neutral spirit named Purapura, the soul must figure out what his greatest sin and mistake in his former life was, before his time limit in Makoto's body runs out. He also has a number of other lesser duties he must complete, such as understanding what led Makoto to commit suicide in the first place and learning how to enjoy his second chance at life.",
112515,242224.0,Drama|Horror|Thriller,"Babadook, The (2014)","A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.","If it's in a word, or it's in a look, you can't get rid of the Babadook."
112552,244786.0,Drama,Whiplash (2014),"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",The road to greatness can take you to the edge.
112556,210577.0,Drama|Thriller,Gone Girl (2014),"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",You don't know what you've got 'til it's...
112580,152790.0,Comedy|Drama,"Angriest Man in Brooklyn, The (2014)","After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",Everyone has a bad day. Henry has one every day.
112623,119450.0,Sci-Fi,Dawn of the Planet of the Apes (2014),"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",One last chance for peace.
112727,184346.0,Crime|Horror|Thriller,Deliver Us from Evil (2014),"When a frightening wave of violence sweeps through New York City, troubled cop Sarchie fails to find a rational explanation for the bizarre crimes. However, his eyes are opened to a frightening alternate reality when renegade Jesuit priest Mendoza convinces him that demonic possession may be to blame for the gruesome murders. Together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.",You haven't seen true evil.
112749,253235.0,Comedy|Drama|Romance,And So It Goes (2014),"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",You could call Oren Little 'charming' — except no one does.
112788,225886.0,Comedy,Sex Tape (2014),"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",A movie about a movie they don't want you to see.
